"","dE","alphaB","powerwo","powerwEB","powerwEBdiff","powerwo_orig"
"X.28",-2.72,0.02168299036233,0.684326627827921,0.684347304374356,2.06765464352276e-05,0.705413902442457
"X.29",-2.71,0.02168299036233,0.684326627827921,0.684347304374356,2.06765464352276e-05,0.705413902442457
"X.30",-2.7,0.02168299036233,0.684326627827921,0.684353426146822,2.67983189009557e-05,0.705413902442457
"X.31",-2.69,0.0216651008371203,0.684203888059794,0.684202101493505,-1.78656628946339e-06,0.705413902442457
"X.32",-2.68,0.0216563333792303,0.684143695966986,0.684132961961246,-1.0734005740809e-05,0.705413902442457
"X.33",-2.67,0.0216458720304124,0.684071841297858,0.684071841379865,8.20074008700544e-11,0.705413902442457
"X.34",-2.66,0.0216390840487086,0.684025198044148,0.684025198417838,3.73690411947791e-10,0.705413902442457
"X.35",-2.65,0.0216237994597253,0.683920114796499,0.683943787378196,2.36725816966654e-05,0.705413902442457
"X.36",-2.64,0.0216059439496513,0.683797257825625,0.683883435484194,8.61776585688867e-05,0.705413902442457
"X.37",-2.63,0.0216059439496513,0.683797257825625,0.683812459559558,1.52017339333232e-05,0.705413902442457
"X.38",-2.62,0.0216059439496513,0.683797257825625,0.683752090697056,-4.51671285690569e-05,0.705413902442457
"X.39",-2.61,0.0215822663980686,0.683634177875243,0.683674651064771,4.04731895276011e-05,0.705413902442457
"X.40",-2.6,0.021567492763662,0.683532329227655,0.683615346023391,8.30167957353023e-05,0.705413902442457
"X.41",-2.59,0.021567492763662,0.683532329227655,0.683520825327268,-1.15039003869555e-05,0.705413902442457
"X.42",-2.58,0.021567492763662,0.683532329227655,0.683520825327268,-1.15039003869555e-05,0.705413902442457
"X.43",-2.57,0.0215414585772656,0.683352673431141,0.683394073765802,4.14003346612679e-05,0.705413902442457
"X.44",-2.56,0.0215414585772656,0.683352673431141,0.683350929116421,-1.74431471977599e-06,0.705413902442457
"X.45",-2.55,0.0215257949342479,0.6832444730091,0.683244474389456,1.3803556075942e-09,0.705413902442457
"X.46",-2.54,0.0215201028845505,0.683205133420604,0.683205133416248,-4.35607105941926e-12,0.705413902442457
"X.47",-2.53,0.0215144116494333,0.683165788596245,0.683165789976968,1.38072353550456e-09,0.705413902442457
"X.48",-2.52,0.0214987613527206,0.683057538413372,0.683050655073434,-6.88333993814627e-06,0.705413902442457
"X.49",-2.51,0.0214987613527206,0.683057538413372,0.682993141128208,-6.43972851634977e-05,0.705413902442457
"X.50",-2.5,0.0214727860270216,0.682877690190997,0.682896915842163,1.92256511662992e-05,0.705413902442457
"X.51",-2.49,0.0214727860270216,0.682877690190997,0.682817048937877,-6.06412531196643e-05,0.705413902442457
"X.52",-2.48,0.02145806809545,0.682775685191791,0.682757635028979,-1.80501628116447e-05,0.705413902442457
"X.53",-2.47,0.0214345080686787,0.682612246504227,0.682680020018848,6.77735146213942e-05,0.705413902442457
"X.54",-2.46,0.0214345080686787,0.682612246504227,0.68261515972786,2.91322363310531e-06,0.705413902442457
"X.55",-2.45,0.0214345080686787,0.682612246504227,0.682540947162879,-7.12993413478635e-05,0.705413902442457
"X.56",-2.44,0.0214167676667101,0.68248905544774,0.682465311016907,-2.37444308327506e-05,0.705413902442457
"X.57",-2.43,0.0214015974799468,0.682383627718577,0.682383628094037,3.75459663359834e-10,0.705413902442457
"X.58",-2.42,0.0213909678255115,0.682309708699877,0.682309709075421,3.75543485198193e-10,0.705413902442457
"X.59",-2.41,0.02137581073486,0.682204239406677,0.682227998946803,2.37595401264556e-05,0.705413902442457
"X.60",-2.4,0.0213581042081749,0.682080931233476,0.682152312332327,7.13810988504093e-05,0.705413902442457
"X.61",-2.39,0.0213581042081749,0.682080931233476,0.682060166090766,-2.07651427105437e-05,0.705413902442457
"X.62",-2.38,0.021334624292669,0.681917252652542,0.681988112525414,7.0859872871476e-05,0.705413902442457
"X.63",-2.37,0.021334624292669,0.681917252652542,0.681916848699877,-4.03952664762564e-07,0.705413902442457
"X.64",-2.36,0.0213137931854036,0.681771881570959,0.681845574284625,7.36927136654186e-05,0.705413902442457
"X.65",-2.35,0.0213137931854036,0.681771881570959,0.681755615629448,-1.62659415110511e-05,0.705413902442457
"X.66",-2.34,0.0212964679310228,0.681650863387239,0.681681267273313,3.04038860745592e-05,0.705413902442457
"X.67",-2.33,0.0212964672895714,0.681650858904754,0.681581459787609,-6.93991171449859e-05,0.705413902442457
"X.68",-2.32,0.0212758021765216,0.681506377246958,0.681506377590492,3.43533645974503e-10,0.705413902442457
"X.69",-2.31,0.0212485861027215,0.681315870695812,0.681449606272755,0.000133735576942406,0.705413902442457
"X.70",-2.3,0.0212485861027215,0.681315870695812,0.681336163550822,2.0292855009707e-05,0.705413902442457
"X.71",-2.29,0.0212485861027215,0.681315870695812,0.681268911425809,-4.69592700036436e-05,0.705413902442457
"X.72",-2.28,0.0212072165715478,0.681025805410469,0.681174994562017,0.000149189151548268,0.705413902442457
"X.73",-2.27,0.021194350887302,0.680935476578256,0.681097128702246,0.000161652123989775,0.705413902442457
"X.74",-2.26,0.021194350887302,0.680935476578256,0.681014924006459,7.94474282032054e-05,0.705413902442457
"X.75",-2.25,0.021194350887302,0.680935476578256,0.680871096213147,-6.43803651092512e-05,0.705413902442457
"X.76",-2.24,0.021194350887302,0.680935476578256,0.680843048855711,-9.24277225452519e-05,0.705413902442457
"X.77",-2.23,0.0212343054981378,0.681215807830303,0.680766135430561,-0.000449672399742251,0.705413902442457
"X.78",-2.22,0.0211630307303036,0.680715341500824,0.680662122273209,-5.3219227614365e-05,0.705413902442457
"X.79",-2.21,0.0211373636389804,0.680534686083978,0.680587933046664,5.32469626860488e-05,0.705413902442457
"X.80",-2.2,0.0211373636389804,0.680534686083978,0.680483880619536,-5.08054644419165e-05,0.705413902442457
"X.81",-2.19,0.0210727263779091,0.680078728873761,0.680367059940863,0.000288331067102021,0.705413902442457
"X.82",-2.18,0.0210727263779091,0.680078728873761,0.68038969057843,0.000310961704669821,0.705413902442457
"X.83",-2.17,0.0210727263779091,0.680078728873761,0.680230975777359,0.000152246903598274,0.705413902442457
"X.84",-2.16,0.0210727263779091,0.680078728873761,0.680122103030731,4.33741569698665e-05,0.705413902442457
"X.85",-2.15,0.0210727263779091,0.680078728873761,0.680058427762364,-2.03011113967255e-05,0.705413902442457
"X.86",-2.14,0.0210727263779091,0.680078728873761,0.679996178241125,-8.25506326360692e-05,0.705413902442457
"X.87",-2.13,0.021027926890519,0.679761854101086,0.679761854096613,-4.47264447700491e-12,0.705413902442457
"X.88",-2.12,0.021027926890519,0.679761854101086,0.679761854096613,-4.47264447700491e-12,0.705413902442457
"X.89",-2.11,0.021027926890519,0.679761854101086,0.679761854096613,-4.47264447700491e-12,0.705413902442457
"X.90",-2.1,0.0210055465361917,0.679603290607835,0.67952743157153,-7.5859036304804e-05,0.705413902442457
"X.91",-2.09,0.0210055465361917,0.679603290607835,0.679464483230498,-0.000138807377336736,0.705413902442457
"X.92",-2.08,0.0209859699510691,0.679464447465295,0.679370928885164,-9.35185801308469e-05,0.705413902442457
"X.93",-2.07,0.0209669273997666,0.679329262520272,0.679288424883711,-4.0837636561375e-05,0.705413902442457
"X.94",-2.06,0.0209437608535811,0.679164628641112,0.679189167728693,2.45390875814877e-05,0.705413902442457
"X.95",-2.05,0.0209437608535811,0.679164628641112,0.679155887507395,-8.74113371740481e-06,0.705413902442457
"X.96",-2.04,0.0209189012516045,0.678987752218111,0.678968830175452,-1.89220426590753e-05,0.705413902442457
"X.97",-2.03,0.0208934500389957,0.67880643991236,0.678887185668075,8.07457557151503e-05,0.705413902442457
"X.98",-2.02,0.0208934500389957,0.67880643991236,0.678777573609885,-2.88663024744507e-05,0.705413902442457
"X.99",-2.01,0.0208686341202072,0.678629432169807,0.678683163290936,5.37311211287195e-05,0.705413902442457
"X.100",-2,0.0208686341202072,0.678629432169807,0.678630222323649,7.901538416899e-07,0.705413902442457
"X.101",-1.99,0.0208455470185275,0.678464559226765,0.678527919077068,6.33598503031463e-05,0.705413902442457
"X.102",-1.98,0.0208250645434482,0.678318127882744,0.678367196205762,4.90683230180977e-05,0.705413902442457
"X.103",-1.97,0.0208250645434482,0.678318127882744,0.678268198361609,-4.99295211349171e-05,0.705413902442457
"X.104",-1.96,0.0208080293417831,0.678196227420666,0.678150526123672,-4.57012969943271e-05,0.705413902442457
"X.105",-1.95,0.0207877096783147,0.678050688346519,0.678050688693434,3.46914830195999e-10,0.705413902442457
"X.106",-1.94,0.0207757730165922,0.677965123388232,0.67795894277833,-6.18060990187352e-06,0.705413902442457
"X.107",-1.93,0.0207618583095171,0.677865314829797,0.677834670950187,-3.06438796102704e-05,0.705413902442457
"X.108",-1.92,0.0207448604147527,0.677743296618576,0.677739064204417,-4.23241415858921e-06,0.705413902442457
"X.109",-1.91,0.0207244497255235,0.677596642642778,0.677615725174653,1.9082531874548e-05,0.705413902442457
"X.110",-1.9,0.0207014786844814,0.677431412674431,0.677525136236718,9.37235622870958e-05,0.705413902442457
"X.111",-1.89,0.0207014786844814,0.677431412674431,0.677400752317913,-3.06603565183305e-05,0.705413902442457
"X.112",-1.88,0.020676828963374,0.677253896177128,0.677268649823489,1.47536463612763e-05,0.705413902442457
"X.113",-1.87,0.020676828963374,0.677253896177128,0.677172888807318,-8.10073698099822e-05,0.705413902442457
"X.114",-1.86,0.0206515927207662,0.677071928112176,0.677065708595848,-6.21951632850948e-06,0.705413902442457
"X.115",-1.85,0.0206269864981092,0.676894280537864,0.676943222899224,4.89423613601048e-05,0.705413902442457
"X.116",-1.84,0.0206017427713198,0.676711801788305,0.676718253494833,6.45170652735505e-06,0.705413902442457
"X.117",-1.83,0.0205898112656167,0.676625472044994,0.676709704422657,8.42323776633069e-05,0.705413902442457
"X.118",-1.82,0.0205898112656167,0.676625472044994,0.676586101981153,-3.93700638404715e-05,0.705413902442457
"X.119",-1.81,0.0205646414757629,0.676443187125319,0.676474953522348,3.17663970286208e-05,0.705413902442457
"X.120",-1.8,0.020549498085753,0.676333403989577,0.676333405397689,1.40811218241055e-09,0.705413902442457
"X.121",-1.79,0.0205384929662886,0.676253568906179,0.676253570314665,1.40848566143603e-09,0.705413902442457
"X.122",-1.78,0.0205233627003116,0.676143736092011,0.676084414597062,-5.93214949488052e-05,0.705413902442457
"X.123",-1.77,0.0204982507908768,0.675961259656337,0.675999672479404,3.84128230666025e-05,0.705413902442457
"X.124",-1.76,0.0204982507908768,0.675961259656337,0.675863178076259,-9.80815800780688e-05,0.705413902442457
"X.125",-1.75,0.0204612459010627,0.67569193978782,0.675737890285961,4.59504981410452e-05,0.705413902442457
"X.126",-1.74,0.0204612459010627,0.67569193978782,0.675619599922485,-7.23398653349472e-05,0.705413902442457
"X.127",-1.73,0.0204368051699617,0.675513784358646,0.675494725587692,-1.90587709537615e-05,0.705413902442457
"X.128",-1.72,0.0204117829840115,0.675331161709909,0.675350240591618,1.90788817097109e-05,0.705413902442457
"X.129",-1.71,0.0203873855656916,0.675152875455582,0.675125709353897,-2.7166101684184e-05,0.705413902442457
"X.130",-1.7,0.0203873855656916,0.675152875455582,0.675131807824424,-2.10676311573899e-05,0.705413902442457
"X.131",-1.69,0.0203646879715762,0.674986812290516,0.674967636149823,-1.91761406928004e-05,0.705413902442457
"X.132",-1.68,0.0203445511918326,0.674839324373156,0.674843589795931,4.26542277487396e-06,0.705413902442457
"X.133",-1.67,0.0203278035977366,0.674716544712494,0.674715429908558,-1.11480393605312e-06,0.705413902442457
"X.134",-1.66,0.0203078271056505,0.674569956391828,0.67456995674213,3.50302009621828e-10,0.705413902442457
"X.135",-1.65,0.0202948688694175,0.674474788488074,0.674429309801385,-4.54786866889156e-05,0.705413902442457
"X.136",-1.64,0.0202657018957926,0.674260350066352,0.674295339171154,3.49891048013751e-05,0.705413902442457
"X.137",-1.63,0.020245636290382,0.674112640281166,0.674154758621113,4.21183399478275e-05,0.705413902442457
"X.138",-1.62,0.0202230537682268,0.673946221355043,0.673953408294081,7.18693903800638e-06,0.705413902442457
"X.139",-1.61,0.0202230537682268,0.673946221355043,0.673873622518043,-7.25988369998376e-05,0.705413902442457
"X.140",-1.6,0.0201988211318128,0.673767428181337,0.67374830123518,-1.91269461560228e-05,0.705413902442457
"X.141",-1.59,0.0201740120846169,0.673584152170286,0.673603299320466,1.91471501800322e-05,0.705413902442457
"X.142",-1.58,0.0201498225743971,0.673405228432667,0.673447619301039,4.23908683713226e-05,0.705413902442457
"X.143",-1.57,0.0201273184837701,0.673238571813316,0.673310720866568,7.21490532513691e-05,0.705413902442457
"X.144",-1.56,0.0201088441676359,0.673101614122792,0.673165589877486,6.39757546938569e-05,0.705413902442457
"X.145",-1.55,0.0201088441676359,0.673101614122792,0.673009771344284,-9.18427785087106e-05,0.705413902442457
"X.146",-1.54,0.0200790580307198,0.672880523175133,0.672840328862429,-4.01943127038562e-05,0.705413902442457
"X.147",-1.53,0.0200574211614276,0.672719708473908,0.672727491162406,7.78268849743746e-06,0.705413902442457
"X.148",-1.52,0.0200276870693187,0.672498419043344,0.672560048242874,6.1629199529567e-05,0.705413902442457
"X.149",-1.51,0.0200276870693187,0.672498419043344,0.672403549336757,-9.48697065874526e-05,0.705413902442457
"X.150",-1.5,0.0199868935075763,0.672194269190678,0.672208107261313,1.38380706343755e-05,0.705413902442457
"X.151",-1.49,0.0199628680661416,0.67201483950502,0.672087438869429,7.25993644085099e-05,0.705413902442457
"X.152",-1.48,0.0199628680661416,0.67201483950502,0.671932959523548,-8.18799814723548e-05,0.705413902442457
"X.153",-1.47,0.0199382712353081,0.67183091139952,0.671779186042159,-5.17253573616427e-05,0.705413902442457
"X.154",-1.46,0.0199142887325778,0.671651351420643,0.671605029598584,-4.63218220597694e-05,0.705413902442457
"X.155",-1.45,0.0197531322947909,0.670438936169812,0.67144176603259,0.001002829862778,0.705413902442457
"X.156",-1.44,0.0197555721457775,0.670457367639401,0.670457364150988,-3.48841300290559e-09,0.705413902442457
"X.157",-1.43,0.0197555721457775,0.670457367639401,0.670457364150988,-3.48841300290559e-09,0.705413902442457
"X.158",-1.42,0.0197555721457775,0.670457367639401,0.670457364150988,-3.48841300290559e-09,0.705413902442457
"X.159",-1.41,0.0197555721457775,0.670457367639401,0.670457364150988,-3.48841300290559e-09,0.705413902442457
"X.160",-1.4,0.0197555721457775,0.670457367639401,0.670457377078528,9.43912681350412e-09,0.705413902442457
"X.161",-1.39,0.0197555721457775,0.670457367639401,0.670457377078528,9.43912681350412e-09,0.705413902442457
"X.162",-1.38,0.0197555721457775,0.670457367639401,0.670457377078528,9.43912681350412e-09,0.705413902442457
"X.163",-1.37,0.0197555721457775,0.670457367639401,0.670457377078528,9.43912681350412e-09,0.705413902442457
"X.164",-1.36,0.01975321184234,0.670439537136235,0.669922401852026,-0.000517135284208936,0.705413902442457
"X.165",-1.35,0.01975321184234,0.670439537136235,0.669741969212081,-0.000697567924154097,0.705413902442457
"X.166",-1.34,0.01975321184234,0.670439537136235,0.669579704683541,-0.000859832452694387,0.705413902442457
"X.167",-1.33,0.01975321184234,0.670439537136235,0.669380628850142,-0.00105890828609356,0.705413902442457
"X.168",-1.32,0.01975321184234,0.670439537136235,0.669241371259706,-0.00119816587652977,0.705413902442457
"X.169",-1.31,0.01975321184234,0.670439537136235,0.669005898408089,-0.00143363872814595,0.705413902442457
"X.170",-1.3,0.01975321184234,0.670439537136235,0.668821331578683,-0.00161820555755232,0.705413902442457
"X.171",-1.29,0.0195206332768088,0.668671713148946,0.668640503149742,-3.12099992040293e-05,0.705413902442457
"X.172",-1.28,0.0194970195090064,0.668491014319735,0.668436447889726,-5.45664300088955e-05,0.705413902442457
"X.173",-1.27,0.0194728443261222,0.668305786016186,0.66825369520588,-5.20908103059936e-05,0.705413902442457
"X.174",-1.26,0.0194492731193932,0.66812495746377,0.668106735505759,-1.82219580112664e-05,0.705413902442457
"X.175",-1.25,0.0194078901726642,0.66780693881076,0.66783255331943,2.56145086700021e-05,0.705413902442457
"X.176",-1.24,0.0193668684577488,0.667491007410659,0.66765835402356,0.000167346612900854,0.705413902442457
"X.177",-1.23,0.0193606318141195,0.667442915272777,0.667475320250629,3.2404977852174e-05,0.705413902442457
"X.178",-1.22,0.0193606318141195,0.667442915272777,0.667255213428516,-0.000187701844260424,0.705413902442457
"X.179",-1.21,0.0192954890066207,0.666939631128969,0.667007821176311,6.81900473415986e-05,0.705413902442457
"X.180",-1.2,0.0192954890066207,0.666939631128969,0.666839123577783,-0.00010050755118618,0.705413902442457
"X.181",-1.19,0.0192671062419342,0.666719803765109,0.666637056437687,-8.27473274224166e-05,0.705413902442457
"X.182",-1.18,0.0192197735554015,0.666352466659983,0.666392765542519,4.02988825354278e-05,0.705413902442457
"X.183",-1.17,0.0191801894222678,0.666044550384725,0.666202130925779,0.000157580541054303,0.705413902442457
"X.184",-1.16,0.0191618720466797,0.665901842763265,0.665997773150917,9.59303876517659e-05,0.705413902442457
"X.185",-1.15,0.0191409659267044,0.665738795528414,0.665738795523444,-4.96969132512959e-12,0.705413902442457
"X.186",-1.14,0.019120072289262,0.665575663018073,0.665553376389384,-2.22866286893053e-05,0.705413902442457
"X.187",-1.13,0.0191017966810764,0.66543282146759,0.665336611394712,-9.62100728781889e-05,0.705413902442457
"X.188",-1.12,0.0190623941414085,0.665124375117887,0.665101523286015,-2.28518318716731e-05,0.705413902442457
"X.189",-1.11,0.0190391883974962,0.664942412626531,0.66488746480856,-5.49478179713292e-05,0.705413902442457
"X.190",-1.1,0.0189922675570058,0.664573798155572,0.664647765347192,7.39671916202278e-05,0.705413902442457
"X.191",-1.09,0.0189707183202015,0.66440419252994,0.664408883974159,4.69144421921808e-06,0.705413902442457
"X.192",-1.08,0.0189357010308703,0.664128163728486,0.664178377440147,5.0213711660918e-05,0.705413902442457
"X.193",-1.07,0.0189115568261854,0.663937538886967,0.663937539247505,3.60537821819662e-10,0.705413902442457
"X.194",-1.06,0.018876745586543,0.663662255869623,0.663697989538943,3.57336693199706e-05,0.705413902442457
"X.195",-1.05,0.0188576972856371,0.663511404155376,0.66346924605391,-4.21581014660166e-05,0.705413902442457
"X.196",-1.04,0.0188132569869876,0.663158855017623,0.66321148101948,5.26260018569591e-05,0.705413902442457
"X.197",-1.03,0.0187897072499774,0.662971687105104,0.662965290152199,-6.39695290483022e-06,0.705413902442457
"X.198",-1.02,0.0187667461273497,0.662788966159155,0.662718418236444,-7.05479227112171e-05,0.705413902442457
"X.199",-1.01,0.018732057606544,0.66251248633507,0.662450709638414,-6.17766966567457e-05,0.705413902442457
"X.200",-1,0.018694442870126,0.66221209126525,0.662212092729228,1.46397827194278e-09,0.705413902442457
"X.201",-0.99,0.0186700578588213,0.662017019805157,0.661920556405704,-9.64633994529063e-05,0.705413902442457
"X.202",-0.98,0.0186333536735103,0.661722907820872,0.661680604596442,-4.23032244297739e-05,0.705413902442457
"X.203",-0.97,0.018561015595706,0.661141523386592,0.661399047898654,0.000257524512061624,0.705413902442457
"X.204",-0.96,0.018561015595706,0.661141523386592,0.661128517265792,-1.30061208005738e-05,0.705413902442457
"X.205",-0.95,0.0185405019500267,0.660976233069101,0.660869592523811,-0.000106640545290415,0.705413902442457
"X.206",-0.94,0.0184876209155219,0.660549277463178,0.660592757481989,4.34800188107154e-05,0.705413902442457
"X.207",-0.93,0.0184569004570967,0.660300671144994,0.660300379676459,-2.91468535751349e-07,0.705413902442457
"X.208",-0.92,0.0184296954672109,0.660080161125179,0.660029282729883,-5.08783952963832e-05,0.705413902442457
"X.209",-0.91,0.0183899179403729,0.659757146035801,0.659741201441026,-1.59445947747194e-05,0.705413902442457
"X.210",-0.9,0.0183441798127691,0.659384845848557,0.659440391047334,5.55451987771516e-05,0.705413902442457
"X.211",-0.89,0.0183216207926817,0.659200870832328,0.659153410656933,-4.74601753946979e-05,0.705413902442457
"X.212",-0.88,0.0182834060263682,0.658888691480456,0.658860294806998,-2.83966734587748e-05,0.705413902442457
"X.213",-0.87,0.0182455404554856,0.658578708309443,0.658578708304204,-5.23925347550858e-12,0.705413902442457
"X.214",-0.86,0.0182077281459656,0.658268506584993,0.658252477549286,-1.60290357067439e-05,0.705413902442457
"X.215",-0.85,0.0181727475190064,0.6579809505229,0.657958864249882,-2.20862730178073e-05,0.705413902442457
"X.216",-0.84,0.0181243580684213,0.657582237887049,0.657637971780136,5.57338930867735e-05,0.705413902442457
"X.217",-0.83,0.018101998701907,0.657397638236009,0.657391357376114,-6.28085989495819e-06,0.705413902442457
"X.218",-0.82,0.0179856210498954,0.656433060107671,0.657020925243936,0.000587865136264631,0.705413902442457
"X.219",-0.81,0.0179856210498954,0.656433060107671,0.656695280251666,0.000262220143994907,0.705413902442457
"X.220",-0.8,0.0180008248386726,0.656559434147212,0.656364246256088,-0.000195187891123938,0.705413902442457
"X.221",-0.79,0.0180008248386726,0.656559434147212,0.656038149872626,-0.000521284274586198,0.705413902442457
"X.222",-0.78,0.0179913012158479,0.656480286403621,0.655698612682803,-0.000781673720818388,0.705413902442457
"X.223",-0.77,0.0178508462362123,0.655308041298268,0.65537211325364,6.40719553725022e-05,0.705413902442457
"X.224",-0.76,0.0178145444155249,0.655003540766368,0.655003542258408,1.4920399360463e-09,0.705413902442457
"X.225",-0.75,0.0177684002502005,0.6546155720817,0.65467828695411,6.27148724097193e-05,0.705413902442457
"X.226",-0.74,0.017738084747138,0.654360130026542,0.654318706381076,-4.14236454659989e-05,0.705413902442457
"X.227",-0.73,0.0176905528049678,0.653958727413316,0.653975447633261,1.67202199451433e-05,0.705413902442457
"X.228",-0.72,0.0176481581593658,0.653599785026767,0.653618918743985,1.91337172178452e-05,0.705413902442457
"X.229",-0.71,0.0176037329527771,0.653222711529749,0.653248264190008,2.55526602586098e-05,0.705413902442457
"X.230",-0.7,0.0175590636001056,0.65284259238042,0.65287906004062,3.64676601993796e-05,0.705413902442457
"X.231",-0.69,0.0175319919041138,0.652611745606246,0.652499038454157,-0.000112707152088332,0.705413902442457
"X.232",-0.68,0.0174540648863334,0.651945223277734,0.652131330538827,0.000186107261092916,0.705413902442457
"X.233",-0.67,0.017420336778606,0.651655806954735,0.651733757470504,7.79505157695315e-05,0.705413902442457
"X.234",-0.66,0.0173813813118024,0.651320829067186,0.651320829061662,-5.52369261441754e-12,0.705413902442457
"X.235",-0.65,0.0173619216157896,0.651153210729311,0.650999358330421,-0.000153852398890431,0.705413902442457
"X.236",-0.64,0.0173111530476,0.650715013985706,0.650556456871709,-0.000158557113996594,0.705413902442457
"X.237",-0.63,0.0172360266247763,0.6500641894371,0.650168178927752,0.000103989490652157,0.705413902442457
"X.238",-0.62,0.017205032511669,0.649794850210985,0.649758186631821,-3.6663579164431e-05,0.705413902442457
"X.239",-0.61,0.0171501049876468,0.649316323626093,0.649298227884092,-1.80957420009564e-05,0.705413902442457
"X.240",-0.6,0.0171069428891555,0.648939210301634,0.648889629020321,-4.95812813130492e-05,0.705413902442457
"X.241",-0.59,0.0170653254150276,0.648574682349928,0.648494867000243,-7.98153496848197e-05,0.705413902442457
"X.242",-0.58,0.0170006356126578,0.648006279813483,0.648071206830334,6.4927016850902e-05,0.705413902442457
"X.243",-0.57,0.0169560641595314,0.647613378736254,0.647613380256805,1.52055101843018e-09,0.705413902442457
"X.244",-0.56,0.0169211164825103,0.647304583409269,0.647190423576136,-0.000114159833132677,0.705413902442457
"X.245",-0.55,0.0168677618771884,0.64683190438564,0.646746031173828,-8.58732118114158e-05,0.705413902442457
"X.246",-0.54,0.0168051513027476,0.646275301260586,0.646294688829766,1.93875691798517e-05,0.705413902442457
"X.247",-0.53,0.0167557939234174,0.645835044880403,0.645835045257915,3.77512132665458e-10,0.705413902442457
"X.248",-0.52,0.0167018179159052,0.645352095516352,0.645372392279077,2.02967627249695e-05,0.705413902442457
"X.249",-0.51,0.0166611921699883,0.644987561099179,0.644901408614862,-8.61524843176475e-05,0.705413902442457
"X.250",-0.5,0.0165831244264566,0.644284545427193,0.644362799217731,7.82537905372749e-05,0.705413902442457
"X.251",-0.49,0.0165478988401041,0.643966242725304,0.643966242719479,-5.82500714330081e-12,0.705413902442457
"X.252",-0.48,0.0164801859874264,0.643352465753073,0.64329479712435,-5.76686287229178e-05,0.705413902442457
"X.253",-0.47,0.0164351773970837,0.642943087594605,0.642957016128903,1.39285342979356e-05,0.705413902442457
"X.254",-0.46,0.0163778730336907,0.642420242069493,0.642448485058701,2.8242989208449e-05,0.705413902442457
"X.255",-0.45,0.0163249193850845,0.64193545926924,0.641938597703526,3.13843428545457e-06,0.705413902442457
"X.256",-0.44,0.0162767751970257,0.6414933366377,0.641493461099968,1.24462267825365e-07,0.705413902442457
