"","thetaE","mean.histdata","alphaB","powerwo_alphaB","powerwEB","powerwEBdiff"
"113",0.5,0.749675740890725,0.0867720495814168,0.872668488251583,0.872667742987126,-7.45264457036043e-07
"114",0.5,0.562239918657925,0.147435886152578,0.926819511214292,0.926820680569182,1.16935488925218e-06
"115",0.5,0.806881703605168,0.0768401418308763,0.858442540410573,0.858441739132241,-8.01278331796773e-07
"116",0.5,0.447767139396279,0.200876584287927,0.951694041190946,0.951693681802048,-3.59388897641644e-07
"117",0.5,0.683641711435753,0.102146876311979,0.890761289173764,0.890760620237194,-6.68936570247247e-07
"118",0.5,0.368722927585988,0.124111775590212,0.910739852261638,0.910739274968758,-5.77292879611058e-07
"119",0.5,0.669821889197469,0.106039518526238,0.894738934388651,0.894738283051683,-6.51336967694149e-07
"120",0.5,0.377283673422473,0.131265823802944,0.916140851074619,0.916140300026078,-5.51048540575749e-07
"121",0.5,0.585816524614358,0.136396744634826,0.919743434812785,0.91974290164576,-5.33167024530101e-07
"122",0.5,0.547361599497926,0.155087724379928,0.931247429197689,0.931246955279191,-4.73918498444803e-07
"123",0.5,0.686509834737705,0.101370777933849,0.889942136846372,0.889943720772211,1.58392583815559e-06
"124",0.5,0.463086933123606,0.210170388889063,0.954883491688866,0.9548831514048,-3.40284065591945e-07
"125",0.5,0.601571896710359,0.129701188722186,0.914998664649452,0.914998107995243,-5.56654209060703e-07
"126",0.5,0.49500363112312,0.186767436521312,0.946315093604094,0.946314702809223,-3.90794871019118e-07
"127",0.5,0.948164753440937,0.0607953182818482,0.829418158664746,0.829420295158759,2.13649401259453e-06
"128",0.5,0.875169834196722,0.0678930879497556,0.843352423284145,0.843351566139849,-8.57144296317891e-07
"129",0.5,0.393845973738515,0.145898514553861,0.92588508428573,0.925886265052516,1.18076678590207e-06
"130",0.5,0.726012428684532,0.0917289951745163,0.878962693497584,0.878961974115435,-7.19382149627634e-07
"131",0.5,0.825037832571778,0.074192852497037,0.854228555020579,0.854227737784097,-8.17236481931438e-07
"132",0.5,0.416739117304101,0.167870884162167,0.937900715337855,0.937900277295728,-4.3804212690457e-07
"133",0.5,0.58736122473888,0.135715956633001,0.919277623721609,0.919277088225147,-5.35496461173679e-07
"134",0.5,0.75545890325677,0.0856439620364872,0.871166561610506,0.87116581027189,-7.51338616211683e-07
"135",0.5,0.576764216178199,0.140484998972509,0.922466133183848,0.922465613737805,-5.19446042845928e-07
"136",0.5,0.431996305792398,0.183640206164738,0.945025314010358,0.94502491582909,-3.98181268401743e-07
"137",0.5,0.74325658460786,0.0880625241720532,0.874354080072483,0.874353341671331,-7.38401151778589e-07
"138",0.5,0.0246712872316191,0.0139286506247795,0.618182140807865,0.618185361150672,3.2203428070865e-06
"139",0.5,0.414587219286702,0.165720894316323,0.936841264097781,0.936840820258639,-4.4383914243884e-07
"140",0.5,0.168100562880388,0.0251637204455258,0.706376443928023,0.706379347718153,2.90379013023756e-06
"141",0.5,0.241909997819065,0.0482642052513792,0.799006544877643,0.799005542669841,-1.00220780130389e-06
"142",0.5,0.404706831762282,0.156070573320668,0.931790613154708,0.931790142119003,-4.71035704330269e-07
"143",0.5,0.762108025188273,0.0843838521436874,0.869456530636954,0.869455772429532,-7.58207421847068e-07
"144",0.5,0.281385434440634,0.0662876458260676,0.840369195330215,0.840368327553563,-8.67776651536367e-07
"145",0.5,0.573971150724175,0.141784347415365,0.923305559997745,0.923305044818701,-5.15179044424663e-07
"146",0.5,0.186690886731222,0.0298630956298231,0.731445464571599,0.731448244994638,2.78042303902826e-06
"147",0.5,0.560793363432791,0.148155918117451,0.92725181674323,0.927252980800643,1.16405741223957e-06
"148",0.5,0.588401448965879,0.13526165449081,0.918964750158311,0.918964213100147,-5.37058163385673e-07
"149",0.5,0.746203308057628,0.0874660336047965,0.873579207752914,0.873578466190562,-7.41562352302161e-07
"150",0.5,0.503039980656884,0.181385901149484,0.944071759609916,0.944071356002298,-4.03607618104651e-07
"151",0.5,0.346675173573891,0.106958457527132,0.895647293260415,0.895646645986064,-6.47274350673577e-07
"152",0.5,0.46823058633186,0.206170457608935,0.95354263466205,0.953542286300706,-3.48361344215675e-07
"153",0.5,0.387752181418792,0.140391352268358,0.922405161396726,0.92240638420639,1.2228096638589e-06
"154",0.5,0.515430494483794,0.173473125873143,0.940557521534888,0.940557098175676,-4.23359212353702e-07
"155",0.5,0.455735279654005,0.209942180754521,0.954808241138841,0.954807900399687,-3.40739153670278e-07
"156",0.5,0.651432047735596,0.111648480307871,0.900112356948811,0.900111729884431,-6.27064380087639e-07
"157",0.5,0.526065979174488,0.167038154985785,0.937493070977774,0.937492630701264,-4.40276509583448e-07
"158",0.5,0.823379546402235,0.0744255337109498,0.854606875828723,0.854606060013418,-8.15815304311407e-07
"159",0.5,0.10874232899767,0.015459674710561,0.63378349610733,0.633786673198767,3.17709143682343e-06
"160",0.5,0.209458826428602,0.0365883781982244,0.760612224695183,0.760611117565385,-1.10712979828342e-06
"161",0.5,0.552519807543551,0.152372794380497,0.929717491346804,0.92971700935139,-4.81995414025604e-07
"162",0.5,0.311246449496816,0.083089984133232,0.86766408500184,0.867663319647798,-7.65354042031596e-07
"163",0.5,0.353251025986415,0.111885756735329,0.900330944426248,0.900330318361627,-6.26064620479205e-07
"164",0.5,0.535679614690409,0.161492193820298,0.934689349149116,0.934688893634785,-4.55514331032525e-07
"165",0.5,0.54707464999918,0.155239325634505,0.931331578611228,0.931332692108193,1.11349696463314e-06
"166",0.5,0.688575573388407,0.10082117572044,0.889356601139008,0.889355926060233,-6.75078774658999e-07
"167",0.5,0.823445551704908,0.0744170935164293,0.854593180094796,0.854592364228003,-8.15866792347464e-07
"168",0.5,0.537069074126614,0.16071233710589,0.934282290058949,0.934281832350901,-4.57708048018368e-07
"169",0.5,0.354926409397154,0.113164994579939,0.901497784012449,0.90149924540469,1.4613922403317e-06
"170",0.5,0.366635039963941,0.122409896635358,0.909384775824683,0.90938419205025,-5.83774432683093e-07
"171",0.5,0.545736380411445,0.15595574440078,0.931727439219151,0.931728547754667,1.10853551582579e-06
"172",0.5,0.487963363244133,0.191643988602085,0.948253023673409,0.94825391554522,8.91871810626554e-07
"173",0.5,0.462398013638325,0.210710368791678,0.955060955823765,0.955061752396075,7.96572309780252e-07
"174",0.5,0.58871922399547,0.135123482478112,0.918869267973518,0.918868730439223,-5.37534294520192e-07
"175",0.5,0.584470135808084,0.136993032089129,0.92014846016589,0.920147929028569,-5.31137320902708e-07
"176",0.5,1.09441198726093,0.0513468052158579,0.807321184266374,0.807320207216284,-9.77050089723264e-07
"177",0.5,0.539301848922361,0.159468525406859,0.9336262898497,0.933625828616113,-4.6123358699024e-07
"178",0.5,0.351116785251593,0.110268528535258,0.898827451119767,0.898826818198311,-6.32921456023006e-07
"179",0.5,0.475936583094868,0.200344997125338,0.951503575461933,0.951504422315886,8.46853953628823e-07
"180",0.5,0.416061872718288,0.167191272949731,0.9375682809188,0.937569315061314,1.03414251395595e-06
"181",0.5,0.623914565039387,0.121057338658344,0.908287396227268,0.908286807233508,-5.88993760208822e-07
"182",0.5,0.620912223390174,0.122164295935506,0.909186871966788,0.90918628724914,-5.84717648632882e-07
"183",0.5,0.599396892728736,0.130592586039712,0.915651966686798,0.91565326910576,1.30241896212357e-06
"184",0.5,0.447156348733931,0.200190390230831,0.951448010688197,0.951447649840919,-3.60847277280918e-07
"185",0.5,0.582306535389079,0.137960837095229,0.92080000817466,0.920799480310768,-5.27863892485492e-07
"186",0.5,0.764242042532219,0.0839872693201936,0.868911125391354,0.868910365003615,-7.60387738663049e-07
"187",0.5,0.157044503610332,0.0226753905680632,0.690974241137586,0.690972986969302,-1.25416828422598e-06
"188",0.5,0.455841619465535,0.210063182078645,0.954848159300794,0.954847818803024,-3.4049776975742e-07
"189",0.5,0.253202132407785,0.0529652115098932,0.811447101049382,0.811446136820627,-9.64228754729568e-07
"190",0.5,0.671614326109376,0.105519793153495,0.894220130092564,0.894219476442562,-6.53650001902761e-07
"191",0.5,0.652478561230245,0.111315988460556,0.899804903266356,0.899804274797422,-6.28468933450144e-07
"192",0.5,0.799784370934087,0.0779339763035373,0.860127742162699,0.860126947345632,-7.94817066496201e-07
"193",0.5,0.692664374721999,0.099745305309684,0.888197096323829,0.888196416203258,-6.80120571416865e-07
"194",0.5,0.485512785725137,0.193379900273771,0.948922164373342,0.948921788676754,-3.75696587839869e-07
"195",0.5,0.437910793808433,0.189992512968938,0.947606474116093,0.947606090771524,-3.83344568533062e-07
"196",0.5,0.884905344194547,0.066818975905593,0.841366741486497,0.841365877250369,-8.64236128328422e-07
"197",0.5,0.465140626944147,0.208562220089878,0.954350014038812,0.954349670533061,-3.43505751509987e-07
"198",0.5,0.410444382133383,0.161627306087091,0.934759544028547,0.934759088892981,-4.55135566568288e-07
"199",0.5,0.670479451071014,0.105848518817398,0.894548701526231,0.894548049340515,-6.52185716099041e-07
"200",0.5,0.610845564017065,0.125996429104087,0.912207986463232,0.912207416238789,-5.70224442886236e-07
