"","thetaE","mean.histdata","alphaB","powerwo_alphaB","powerwFix","powerwFixdiff"
"55",0,-0.0442647203459953,0.00802901028617413,0.536812199155744,0.536815561015798,3.36186005356343e-06
"56",0,0.151432047735596,0.0218894887824026,0.68573579071235,0.685738784619714,2.99390736313576e-06
"57",0,0.0260659791744879,0.0116971460577018,0.592145139786608,0.592148420595296,3.28080868849945e-06
"58",0,0.323379546402235,0.0472327633935149,0.796080289271858,0.796079278423037,-1.01084882098146e-06
"59",0,-0.39125767100233,0.000962462787784245,0.273727745737294,0.273726656791459,-1.08894583511487e-06
"60",0,-0.290541173571398,0.00186494033638799,0.344524240116375,0.344527401673214,3.16155683882657e-06
"61",0,0.0525198075435508,0.0134136765038337,0.612553000912183,0.612551641746447,-1.35916573573702e-06
"62",0,-0.188753550503184,0.00350289573032843,0.422082477220891,0.422081114262167,-1.36295872404935e-06
"63",0,-0.146748974013585,0.0044933004032723,0.455188329736508,0.4551916967868,3.36705029180262e-06
"64",0,0.0356796146904095,0.012297521060226,0.599593686577858,0.599596951570182,3.26499232350397e-06
"65",0,0.0470746499991797,0.0130435476901468,0.608375393433742,0.608374030384895,-1.3630488465699e-06
"66",0,0.188575573388407,0.0260738811132162,0.711607874737224,0.711606658634237,-1.21610298620123e-06
"67",0,0.323445551704908,0.047245768192902,0.796117660426047,0.796116649686889,-1.01073915848016e-06
"68",0,0.037069074126614,0.0123865873882314,0.60066877923997,0.600667409473598,-1.3697663724388e-06
"69",0,-0.145073590602846,0.00453764710254381,0.45652007454928,0.45651868547766,-1.38907162061663e-06
"70",0,-0.133364960036058,0.00485781630089354,0.46581699094908,0.465815596936412,-1.39401266774364e-06
"71",0,0.0457363804114452,0.0129540080497872,0.607347460034436,0.60734609605619,-1.36397824623824e-06
"72",0,-0.0120366367558669,0.00956136805912501,0.562326481432696,0.562325086797528,-1.39463516801719e-06
"73",0,-0.037601986361675,0.00832680990953042,0.542102893369957,0.542101491338916,-1.40203104115333e-06
"74",0,0.08871922399547,0.0161117497290659,0.639967857202479,0.639971015671185,3.15846870613257e-06
"75",0,0.0844701358080843,0.0157728609945872,0.636785611862724,0.63678427859138,-1.33327134343997e-06
"76",0,0.594411987260935,0.129187578890199,0.914619101924595,0.914620416297015,1.31437242012478e-06
"77",0,0.0393018489223611,0.0125305668956561,0.602391039056962,0.602389670741706,-1.36831525576753e-06
"78",0,-0.148883214748407,0.0044376317590115,0.453500593186363,0.453499205909771,-1.38727659254601e-06
"79",0,-0.0240634169051317,0.0089617943066516,0.552827034416347,0.552830379358233,3.34494188691803e-06
"80",0,-0.0839381272817122,0.00644247874294106,0.505212733551309,0.505211328245515,-1.40530579384457e-06
"81",0,0.123914565039387,0.0191683367856431,0.665952224444746,0.665955295341139,3.07089639284275e-06
"82",0,0.120912223390174,0.0188899560320926,0.663766783603985,0.663765486005697,-1.29759828793041e-06
"83",0,0.099396892728736,0.0169919398183043,0.647929707244999,0.647928387826596,-1.31941840364469e-06
"84",0,-0.0528436512660692,0.00765951001926593,0.529992930117929,0.529991525552214,-1.40456571573466e-06
"85",0,0.0823065353890787,0.015602432037675,0.635159368253812,0.635162541275126,3.17302131447317e-06
"86",0,0.264242042532219,0.036680751787562,0.760969575597239,0.760968469362038,-1.10623520044317e-06
"87",0,-0.342955496389668,0.00132800675051136,0.306787663008369,0.306790699442589,3.0364342205047e-06
"88",0,-0.0441583805344646,0.0080337595067851,0.53689797144766,0.536896568153042,-1.40329461750799e-06
"89",0,-0.246797867592215,0.00245675080903758,0.377273083556109,0.37727177387124,-1.30968486844463e-06
"90",0,0.171614326109376,0.0240867018482638,0.699917911672611,0.699920844753889,2.93308127885528e-06
"91",0,0.152478561230245,0.0219994329732215,0.686480393020123,0.686479131153547,-1.26186657645189e-06
"92",0,0.299784370934087,0.0427626815051807,0.782454912782263,0.782453863125116,-1.04965714731176e-06
"93",0,0.192664374721999,0.0265731101507685,0.714394562424335,0.714393351808792,-1.21061554370083e-06
"94",0,-0.0144872142748635,0.00943635176828163,0.560392385108407,0.560390989595094,-1.39551331268528e-06
"95",0,-0.0620892061915673,0.00727816457655173,0.522634530788477,0.522633125377839,-1.4054106377559e-06
"96",0,0.384905344194547,0.0606611648922693,0.829135085035576,0.829134178392389,-9.06643186748823e-07
"97",0,-0.0348593730558531,0.00845209534346711,0.544277063906296,0.544280418537376,3.35463107992151e-06
"98",0,-0.0895556178666174,0.00624176018845905,0.500728808887331,0.500727404089859,-1.40479747168243e-06
"99",0,0.170479451071014,0.0239585587355479,0.699129066701468,0.699127827040869,-1.23966059917269e-06
"100",0,0.110845564017065,0.0179801849020145,0.656387848439007,0.656390953336544,3.10489753707621e-06
"101",0.5,0.436716464188492,0.0741406600335671,0.854143478977056,0.854142661421293,-8.17555763199529e-07
"102",0.5,0.347082699366054,0.0520928372852261,0.80924255720078,0.809241586093235,-9.71107544156524e-07
"103",0.5,0.238570624094133,0.0327436900817464,0.744757795111427,0.74475664977858,-1.14533284734097e-06
"104",0.5,0.391538816337577,0.0622716498416012,0.832482064959559,0.832481169704845,-8.95254714472493e-07
"105",0.5,0.652575445103286,0.155313731812459,0.931372830404905,0.931372357151227,-4.73253678356933e-07
"106",0.5,0.386161442213522,0.0609629744299359,0.829770818671256,0.829769914178916,-9.04492339581786e-07
"107",0.5,0.954576463752708,0.340938721160688,0.981695477112589,0.981695315684291,-1.61428297396071e-07
"108",0.5,0.270244934582862,0.0376553488448636,0.76467827419002,0.764677177327717,-1.09686230331807e-06
"109",0.5,0.846192616236984,0.265435984089239,0.969488205805938,0.969487958303692,-2.47502245254161e-07
"110",0.5,1.04822615860626,0.41192231501224,0.988618740383766,0.988618632811093,-1.07572672658485e-07
"111",0.5,0.449520531797813,0.0778011877225412,0.859924852115201,0.859924056517804,-7.95597397518222e-07
"112",0.5,0.514474983213311,0.0985069990180057,0.88684029306397,0.886839607075939,-6.85988030935114e-07
"113",0.5,0.749675740890725,0.206190977034181,0.953549633434427,0.95354928511507,-3.48319357135196e-07
"114",0.5,0.562239918657925,0.11612471913589,0.904124311494834,0.904125744153038,1.4326582044033e-06
"115",0.5,0.806881703605168,0.240313388274959,0.963649656716621,0.963649370991984,-2.85724637061335e-07
"116",0.5,0.447767139396279,0.0772925970523386,0.859143467858733,0.859142669262281,-7.9859645107927e-07
"117",0.5,0.683641711435753,0.170604041271188,0.939215216172036,0.93921622892306,1.01275102415421e-06
"118",0.5,0.368722927585988,0.0568691658639349,0.820792296537568,0.820791362195978,-9.34341590208554e-07
"119",0.5,0.669821889197469,0.163686526645559,0.935817506445994,0.935817057035981,-4.49410012537399e-07
"120",0.5,0.377283673422473,0.0588508537311021,0.825236320583137,0.825235400874571,-9.19708566193833e-07
"121",0.5,0.585816524614358,0.125602053313004,0.911903540311862,0.911902968617673,-5.71694189210881e-07
"122",0.5,0.547361599497926,0.110413207934657,0.898963268860878,0.89896263655694,-6.32303937653234e-07
"123",0.5,0.686509834737705,0.172065354551559,0.939903611237125,0.939903184244489,-4.26992635915724e-07
"124",0.5,0.463086933123606,0.0818274178853538,0.865878085074646,0.865877312653375,-7.72421271166834e-07
"125",0.5,0.601571896710359,0.132228809234977,0.916833462795162,0.916832915160633,-5.4763452872475e-07
"126",0.5,0.49500363112312,0.0919148479430828,0.879189478566804,0.879188760130275,-7.18436528934774e-07
"127",0.5,0.948164753440937,0.336247641484437,0.98111186760521,0.981111701832778,-1.65772431781619e-07
"128",0.5,0.875169834196722,0.284771515680933,0.973275496298677,0.973276015848739,5.19550062083596e-07
"129",0.5,0.393845973738515,0.0628385397253766,0.833634181244944,0.833636283565562,2.10232061792492e-06
"130",0.5,0.726012428684532,0.192962277468891,0.948762151516504,0.948761774886642,-3.76629861853495e-07
"131",0.5,0.825037832571778,0.251752819588374,0.966450917220995,0.966450649630244,-2.67590751557023e-07
"132",0.5,0.416739117304101,0.0686942882340206,0.844807301012443,0.844809309850925,2.00883848155975e-06
"133",0.5,0.58736122473888,0.126242419564987,0.912397150415409,0.912396581105227,-5.6931018255213e-07
"134",0.5,0.75545890325677,0.209503462918529,0.954663156731271,0.954663958980822,8.02249551012935e-07
"135",0.5,0.576764216178199,0.121902056407809,0.908974897362718,0.908974311635745,-5.85726972257561e-07
"136",0.5,0.431996305792398,0.0728250186650581,0.851972466859191,0.851971641194278,-8.25664913439716e-07
"137",0.5,0.74325658460786,0.202550854653393,0.95228807377442,0.95228771791566,-3.5585875990396e-07
"138",0.5,0.0246712872316191,0.0116123971092896,0.591064288730804,0.591062911399847,-1.37733095650905e-06
"139",0.5,0.414587219286702,0.0681277968065003,0.843780919429286,0.843780063823109,-8.55606176575208e-07
"140",0.5,0.168100562880388,0.0236912553081951,0.697469037163833,0.697471981089488,2.94392565547419e-06
"141",0.5,0.241909997819065,0.0332354512183043,0.746899648195693,0.746898507855574,-1.14034011911013e-06
"142",0.5,0.404706831762282,0.0655664362382331,0.838998573900922,0.839000631874753,2.05797383068251e-06
"143",0.5,0.762108025188273,0.213352655885911,0.955917502866358,0.955917168857373,-3.34008985358736e-07
"144",0.5,0.281385434440634,0.0395193142434064,0.771473542585627,0.771472463319056,-1.07926657066937e-06
"145",0.5,0.573971150724175,0.120775076315719,0.908056057023185,0.908057446029335,1.38900614954363e-06
"146",0.5,0.186690886731222,0.0258466816719247,0.710320559265094,0.710319340655273,-1.21860982038591e-06
"147",0.5,0.560793363432791,0.115560661247081,0.903631448260954,0.903630837411983,-6.10848970961086e-07
"148",0.5,0.588401448965879,0.126673084791257,0.91272697928917,0.912726411575035,-5.67714134813713e-07
"149",0.5,0.746203308057628,0.20421643610591,0.952870342090414,0.952869989704232,-3.52386182789211e-07
"150",0.5,0.503039980656884,0.0945946327404418,0.882389887118997,0.882389182125825,-7.04993172506718e-07
"151",0.5,0.346675173573891,0.0520059760117136,0.809020583108254,0.809019611311674,-9.71796579984918e-07
"152",0.5,0.46823058633186,0.0833931814153895,0.868087506166672,0.868089305842833,1.79967616120713e-06
"153",0.5,0.387752181418792,0.0613473379565755,0.830574710456314,0.830576837634696,2.12717838266041e-06
"154",0.5,0.515430494483794,0.0988384737217953,0.887205853392073,0.887205168981492,-6.84410580986672e-07
"155",0.5,0.455735279654005,0.0796261431529835,0.862673369188371,0.862672584218818,-7.84969552691805e-07
"156",0.5,0.651432047735596,0.154767681113559,0.931069342488331,0.93106886762643,-4.74861901134105e-07
"157",0.5,0.526065979174488,0.102590152451903,0.891225167305792,0.891224500405904,-6.66899888090988e-07
"158",0.5,0.823379546402235,0.250694181924772,0.966202190911572,0.966202822351743,6.3144017137251e-07
"159",0.5,0.10874232899767,0.0177953167848174,0.654842003701454,0.654840693497198,-1.31020425608863e-06
"160",0.5,0.209458826428602,0.0287071672324525,0.725699174238096,0.725697986743392,-1.18749470423563e-06
"161",0.5,0.552519807543551,0.112370551889308,0.900775443810358,0.900774819781782,-6.24028576146074e-07
"162",0.5,0.311246449496816,0.0448894288367593,0.789138211093176,0.789137180180841,-1.03091233505381e-06
"163",0.5,0.353251025986415,0.0534200651274393,0.812578966560569,0.81257800588878,-9.60671789895784e-07
"164",0.5,0.535679614690409,0.106070277357714,0.894769523365707,0.894768872165282,-6.51200424472975e-07
"165",0.5,0.54707464999918,0.110304685632312,0.898861418021722,0.898860785254668,-6.3276705486448e-07
"166",0.5,0.688575573388407,0.173119729868492,0.940394213795394,0.940393789527559,-4.24267834420178e-07
"167",0.5,0.823445551704908,0.250736176687944,0.966212096975967,0.96621272826361,6.31287642605116e-07
"168",0.5,0.537069074126614,0.106580933956536,0.895275490269121,0.895274841329916,-6.48939205927235e-07
"169",0.5,0.354926409397154,0.0537848611026753,0.813478210154781,0.813480470613431,2.26045865037161e-06
"170",0.5,0.366635039963941,0.0563939559632811,0.819697852538396,0.819696914635062,-9.37903334663481e-07
"171",0.5,0.545736380411445,0.109801512264884,0.898387254612294,0.898386619691981,-6.34920313657972e-07
"172",0.5,0.487963363244133,0.0896136049510213,0.87633557448191,0.876337295065362,1.72058345193626e-06
"173",0.5,0.462398013638325,0.0816190069662201,0.865579681659408,0.86557890806254,-7.73596867231774e-07
"174",0.5,0.58871922399547,0.126805227193672,0.912827839368255,0.912827272142675,-5.67225580283548e-07
"175",0.5,0.584470135808084,0.125047917471793,0.911473300469235,0.911472726701565,-5.7376767015338e-07
"176",0.5,1.09441198726093,0.448189653187105,0.991100266288223,0.991100179302318,-8.69859047014643e-08
"177",0.5,0.539301848922361,0.107403445502022,0.896083100664923,0.896082455345519,-6.45319404135591e-07
"178",0.5,0.351116785251593,0.0529574408829592,0.811427660966979,0.81142993678699,2.27582001044446e-06
"179",0.5,0.475936583094868,0.0857829598533116,0.871353082179103,0.871352331592716,-7.50586386821794e-07
"180",0.5,0.416061872718288,0.0685150884971871,0.844483813304407,0.844485824910184,2.01160577717463e-06
"181",0.5,0.623914565039387,0.142032248641644,0.923464335842699,0.923463821472719,-5.14369980275653e-07
"182",0.5,0.620912223390174,0.140688492096946,0.922598403789131,0.922597885014291,-5.18774840418956e-07
"183",0.5,0.599396892728736,0.131299037469169,0.916164869833669,0.91616616629524,1.29646157021046e-06
"184",0.5,0.447156348733931,0.0771155351448345,0.858869822984099,0.858869023339691,-7.9964440824476e-07
"185",0.5,0.582306535389079,0.124158465915106,0.910776631720622,0.910776054604232,-5.77116390121368e-07
"186",0.5,0.764242042532219,0.214596972610671,0.956314175355318,0.956313843764473,-3.31590845448204e-07
"187",0.5,0.157044503610332,0.0224829697898073,0.689709488924178,0.689708232568067,-1.25635611103458e-06
"188",0.5,0.455841619465535,0.0796581346904026,0.86272079555816,0.862720010773075,-7.84785084806394e-07
"189",0.5,0.253202132407785,0.034942211149746,0.754066046655391,0.754068702112522,2.65545713074022e-06
"190",0.5,0.671614326109376,0.164573816106241,0.936266602065007,0.936266155095082,-4.46969925071983e-07
"191",0.5,0.652478561230245,0.155267940610335,0.931347446948213,0.931346973559928,-4.73388284349952e-07
"192",0.5,0.799784370934087,0.235917174129311,0.96250310727573,0.962503794925676,6.87649945652069e-07
"193",0.5,0.692664374721999,0.175222228063831,0.941357577484225,0.941357158588132,-4.18896093590249e-07
"194",0.5,0.485512785725137,0.0888239693633214,0.875332791403723,0.875332057010307,-7.34393416301771e-07
"195",0.5,0.437910793808433,0.0744761902264845,0.854689032009837,0.854690954515134,1.9225052970695e-06
"196",0.5,0.884905344194547,0.291414982739957,0.974456263011957,0.974456763256462,5.00244504708647e-07
"197",0.5,0.465140626944147,0.0824495838759421,0.866762820454573,0.866762051527546,-7.6892702760567e-07
"198",0.5,0.410444382133383,0.0670445791463052,0.841787212799933,0.841786350060593,-8.62739339857477e-07
"199",0.5,0.670479451071014,0.164012592449348,0.935983010734579,0.935982562223135,-4.48511443984501e-07
"200",0.5,0.610845564017065,0.136239432734707,0.919636120666809,0.919635586962663,-5.33704145433411e-07
